   1.1722496e-02   4.6517252e-02  -1.3701548e-01   6.0352912e-01  -2.5308792e-01   2.6791268e-01  -8.3687916e-01  -3.7970744e-01   1.3203076e-01   7.8100552e-01   2.0557048e-01  -3.1074880e-01  -1.1085268e+00  -4.7218336e-01  -1.3658824e-01  -9.4597196e-01   2.7568872e-01   1.2521108e+00   1.5491196e+00  -6.2725868e-01  -1.2014428e+00   2.8089976e-01   7.4093492e-02   1.3678080e+00  -3.0815456e-01   9.8222712e-01  -1.0406820e+00   4.3484256e-01   1.1455871e-01   9.9110608e-01
   1.5848220e-02   5.2997968e-02  -1.3464308e-01   6.2196944e-01  -2.5248940e-01   2.6781796e-01  -8.6191656e-01  -3.8798084e-01   1.3179332e-01   7.9629004e-01   2.0591368e-01  -3.0995576e-01  -1.1297648e+00  -4.7986384e-01  -1.3632988e-01  -9.2806524e-01   2.7364332e-01   1.2362520e+00   1.5335512e+00  -6.3366796e-01  -1.1727864e+00   2.4892748e-01   7.5892112e-02   1.3613688e+00  -2.9112444e-01   9.6967820e-01  -1.0399812e+00   4.3462592e-01   8.3346746e-02   9.9112496e-01
   1.8169776e-02   5.8400688e-02  -1.3299412e-01   6.4059544e-01  -2.5175668e-01   2.6751088e-01  -8.8636616e-01  -3.9608984e-01   1.3158820e-01   8.1169804e-01   2.0615120e-01  -3.0889696e-01  -1.1503260e+00  -4.8735220e-01  -1.3606928e-01  -9.1054684e-01   2.6967556e-01   1.2198856e+00   1.5143452e+00  -6.4197756e-01  -1.1423720e+00   2.1521127e-01   7.6521880e-02   1.3553428e+00  -2.7251072e-01   9.5625852e-01  -1.0392080e+00   4.3438656e-01   5.2882554e-02   9.9113632e-01
   1.9134524e-02   6.2664324e-02  -1.3203996e-01   6.5909960e-01  -2.5087800e-01   2.6701068e-01  -9.0950476e-01  -4.0363300e-01   1.3140808e-01   8.2700756e-01   2.0624024e-01  -3.0760500e-01  -1.1695824e+00  -4.9425280e-01  -1.3579904e-01  -8.9369672e-01   2.6412924e-01   1.2034368e+00   1.4921220e+00  -6.5165740e-01  -1.1108559e+00   1.8015126e-01   7.6038676e-02   1.3497596e+00  -2.5264944e-01   9.4220692e-01  -1.0383536e+00   4.3412012e-01   2.3063998e-02   9.9113604e-01
   1.9048660e-02   6.5858212e-02  -1.3174068e-01   6.7727724e-01  -2.4982900e-01   2.6631964e-01  -9.3088072e-01  -4.1035768e-01   1.3122904e-01   8.4206748e-01   2.0613732e-01  -3.0608720e-01  -1.1871400e+00  -5.0031400e-01  -1.3549360e-01  -8.7777024e-01   2.5729636e-01   1.1873088e+00   1.4673200e+00  -6.6223188e-01  -1.0787263e+00   1.4416100e-01   7.4546604e-02   1.3445148e+00  -2.3175508e-01   9.2766680e-01  -1.0374104e+00   4.3382184e-01  -6.3100820e-03   9.9112156e-01
   1.8151846e-02   6.8093460e-02  -1.3205784e-01   6.9502512e-01  -2.4856972e-01   2.6544300e-01  -9.5020460e-01  -4.1608788e-01   1.3102392e-01   8.5680876e-01   2.0578836e-01  -3.0434812e-01  -1.2027328e+00  -5.0534696e-01  -1.3512336e-01  -8.6299664e-01   2.4941816e-01   1.1718188e+00   1.4402720e+00  -6.7329540e-01  -1.0463429e+00   1.0759596e-01   7.2108048e-02   1.3394748e+00  -2.0999148e-01   9.1274916e-01  -1.0363700e+00   4.3348596e-01  -3.5425138e-02   9.9109048e-01
   1.6636205e-02   6.9487476e-02  -1.3295888e-01   7.1231908e-01  -2.4705396e-01   2.6439900e-01  -9.6734164e-01  -4.2072596e-01   1.3076980e-01   8.7122716e-01   2.0513616e-01  -3.0240240e-01  -1.2162244e+00  -5.0922900e-01  -1.3466388e-01  -8.4954716e-01   2.4068920e-01   1.1571588e+00   1.4112324e+00  -6.8451900e-01  -1.0139364e+00   7.0737101e-02   6.8726220e-02   1.3345304e+00  -1.8746735e-01   8.9753368e-01  -1.0352320e+00   4.3311068e-01  -6.4413114e-02   9.9104056e-01
   1.4647908e-02   7.0140564e-02  -1.3442808e-01   7.2919216e-01  -2.4521792e-01   2.6321720e-01  -9.8233704e-01  -4.2427468e-01   1.3044864e-01   8.8535508e-01   2.0410996e-01  -3.0027004e-01  -1.2276184e+00  -5.1191828e-01  -1.3409540e-01  -8.3753316e-01   2.3125708e-01   1.1434116e+00   1.3803864e+00  -6.9565568e-01  -9.8163632e-01   3.3803973e-02   6.4344840e-02   1.3295984e+00  -1.6423570e-01   8.8207500e-01  -1.0339936e+00   4.3269388e-01  -9.3332546e-02   9.9097072e-01
   1.2288554e-02   7.0135736e-02  -1.3646008e-01   7.4570848e-01  -2.4298884e-01   2.6193028e-01  -9.9552804e-01  -4.2691112e-01   1.3005060e-01   8.9922288e-01   2.0263980e-01  -2.9796732e-01  -1.2371608e+00  -5.1353264e-01  -1.3340596e-01  -8.2702924e-01   2.2122608e-01   1.1305900e+00   1.3478376e+00  -7.0655980e-01  -9.4948340e-01  -2.9932272e-03   5.8860916e-02   1.3246188e+00  -1.4028813e-01   8.6639144e-01  -1.0326584e+00   4.3223568e-01  -1.2212659e-01   9.9088296e-01
   9.6378851e-03   6.9540000e-02  -1.3904684e-01   7.6194920e-01  -2.4029136e-01   2.6056080e-01  -1.0077199e+00  -4.2908868e-01   1.2957744e-01   9.1282236e-01   2.0067124e-01  -2.9549028e-01  -1.2454980e+00  -5.1445576e-01  -1.3259476e-01  -8.1813728e-01   2.1065580e-01   1.1186760e+00   1.3135712e+00  -7.1719920e-01  -9.1743568e-01  -3.9366227e-02   5.2125760e-02   1.3195504e+00  -1.1557436e-01   8.5045676e-01  -1.0312276e+00   4.3173788e-01  -1.5055068e-01   9.9078568e-01
